query,hint,latency_postgresql_seconds
3b/27993de46e42da2d8014973117532eb949f303b4.sql,hint29,8.057197
9b/9bf6542bf6c366ecb799cbe9425c73b5c574a78a.sql,hint27,8.483403000000001
1a/1a1204.sql,hint39,1.278155
11a/afaf2d4544415530a3d2f589f521a587db8444e7.sql,no_hint,7.01357
6a/6a86.sql,hint26,8.160669
11b/011bcfa5a32aa62a5e3db459bb61d192c34d88d1.sql,hint35,3.320026
9a/bc1a8993eb34bd412622947fb3742d9d3e80b865.sql,hint44,18.854984
9a/edd963a65e82d6a6b2f0ead33bf56cc5087f0d18.sql,hint30,0.521442
6a/6a380.sql,hint29,1.901674
2a/2a635.sql,hint15,38.863512
2b/2b91.sql,hint14,4.545064999999999
1a/1a2267.sql,hint17,36.395419000000004
1a/1a2896.sql,hint30,0.36776299999999995
1a/1a2004.sql,hint42,2.9398069999999996
9a/dd6a8941f3207031a0875a974d43a5034c8749cc.sql,hint14,9.18261
1a/1a1982.sql,hint5,27.426449
1a/1a536.sql,hint47,46.28097
9b/a7227aef45e687a387598cb113d0101cb4864ddd.sql,hint35,0.5209
11b/f48aa8f71c14debb26860e0a591a16e95aac74ae.sql,hint5,5.903699
6a/6a40.sql,hint17,10.213662000000001
2a/2a176.sql,hint9,3.085119
2a/2a677.sql,hint5,148.156779
1a/1a1132.sql,hint38,6.075064
2b/2b195.sql,hint47,50.994201000000004
2a/2a572.sql,hint40,74.71230499999999
8a/8a340.sql,hint28,14.814903000000001
2a/2a363.sql,hint33,21.282846000000003
6a/6a152.sql,hint3,27.359484000000002
2b/2b267.sql,hint44,2.99338
1a/1a1839.sql,hint7,29.669244
8a/8a203.sql,hint29,3.895641
8a/8a247.sql,hint9,135.091804
1a/1a2098.sql,hint38,12.590712
8a/8a397.sql,hint9,11.169
1a/1a2479.sql,hint9,0.881355
10a/956a05d3d7164af78104fe10f53dd256469dfe8c.sql,hint29,5.707146
2b/2b49.sql,hint22,2.387448
11b/987b289eeae8c8f914ff71d8e07d628359e1067a.sql,hint47,54.200097
6a/6a425.sql,hint36,2.086149
11a/fbac0d23c5266c1594905f03aad47b367ae6fb15.sql,hint15,7.32531
8a/8a331.sql,hint36,5.012897
8a/8a22.sql,hint37,52.434435
2a/2a361.sql,hint21,0.593253
2a/2a677.sql,hint13,96.65844899999999
11b/42737ca4597d86a5db5e82d38f4e48b83d584cfe.sql,hint35,72.570234
9b/386808c1ceb9e7177a84dd5657d0ba65ebd00b9e.sql,hint46,1.696858
6a/6a76.sql,hint35,0.88539
9a/aa7f2715b32f9b86cf3133c7b84eaa23a5741627.sql,hint14,10.556617000000001
2b/2b219.sql,hint8,17.383343
6a/6a99.sql,hint8,6.367145000000001
9a/5ab232cf39bd8f99acc6ee3547be2a2d9b11d1b4.sql,hint48,0.49500700000000003
1a/1a1465.sql,hint25,11.091404
9a/367ec8ab1c249cd2c53bab65feb6dc6242d14895.sql,hint5,5.483096
9a/11aadeb8aafb8b088b4a71080892abba4e34acda.sql,hint22,0.364427
6a/6a11.sql,hint34,3.311067
8a/8a97.sql,hint19,4.998594
10a/2606a24322808d04009d8c3657a1cde873879623.sql,hint8,5.327796
3a/3a593.sql,hint17,7.820533999999999
8a/8a308.sql,hint13,380.858846
2c/2c191.sql,hint22,0.147861
10a/07473ebe14c186cdbbce8e587230405708c5d14a.sql,hint41,0.39920999999999995
1a/1a2612.sql,hint43,47.513377
7a/7a152.sql,no_hint,29.699077000000003
8a/8a184.sql,hint22,67.747815
11a/aeb233e00a8e8f2b9d1c421149bc9d6fc97d688e.sql,hint25,142.194913
2b/2b112.sql,hint36,5.6924269999999995
2a/2a883.sql,hint27,15.988176
9a/5af062c4311006eed308e1dd98d3bf4fd2494f12.sql,hint22,3.315909
6a/6a558.sql,hint22,8.884839
11b/c2f25fa0ad09ff212f26c6cfc399a83759c5f8ac.sql,hint13,5.739997000000001
2c/2c53.sql,hint1,2.082043
1a/1a1812.sql,hint28,20.343307
2b/2b291.sql,hint1,4.05201
8a/8a160.sql,hint23,8.779206
2b/2b170.sql,hint22,5.182537
2a/2a878.sql,hint6,1.76761
2b/2b447.sql,hint23,27.267576000000002
11a/70380508a8fab6c8e464d3c9fe073151557f7e2a.sql,hint25,7.608282
9a/1f206fc519e5fdd1942dda1da15611ccdfa4403e.sql,hint26,23.028149000000003
3b/58bfe1a4750945b851e86ce11076781a4d70a24d.sql,hint4,149.067194
1a/1a2846.sql,hint7,1.509881
1a/1a273.sql,hint31,41.738583
9b/cff54b1079896150d223778d3afdd5852754314a.sql,hint1,5.927598
9b/0cb72a99f4e025509ccbf1856f345eb5eded35f9.sql,hint21,0.5505
7a/7a33.sql,hint25,50.434353
2a/2a677.sql,hint10,48.983627
2b/2b139.sql,hint9,2.008156
6a/6a209.sql,hint43,21.997124
11b/bb686e2c8e538bc75cd63571e342cffb967e8208.sql,hint38,4.7034769999999995
4a/4a391.sql,hint15,8.861099
8a/8a191.sql,hint6,0.64113
8a/8a253.sql,hint2,29.554808
3b/55345ff2d0ecafcbd8f1c00a563daf44e5fc8317.sql,hint15,6.056863
2a/2a876.sql,hint27,10.728717000000001
9a/fdb4aac1c5a5a92a398608e49d1033ccc680ee14.sql,hint37,13.883894
1a/1a141.sql,hint41,2.253624
8a/8a321.sql,hint33,3.192071
2b/2b492.sql,hint5,37.659241
9b/b3e9940adfe4040b99abef2da6060c98128794a5.sql,hint32,2.354498
8a/8a417.sql,hint32,3.014249
2a/2a484.sql,hint4,0.203822
11a/610f710597644cf79640518b02ffdfdc9de58a94.sql,hint13,1.631164
1a/1a2591.sql,hint21,0.719309
2a/2a637.sql,hint15,9.451028
8a/8a318.sql,hint30,2.024057
3a/3a1310.sql,hint19,0.739523
1a/1a2919.sql,hint17,32.049372
8a/8a203.sql,hint31,10.654593
9a/0ddc9a2c8d280015499ad35873ff255c1411d8e2.sql,hint37,42.143607
1a/1a2983.sql,hint43,62.890581
8a/8a304.sql,hint2,15.518874
2a/2a141.sql,hint7,3.360534
2c/2c29.sql,hint19,1.160692
11a/829f9b37861f5441ef2b5b1433575605d3e3991c.sql,hint46,17.796327
2b/2b147.sql,hint47,72.15013400000001
10a/2d450a9d6cd43a7dc470e0fb802dd4be0d4a0d4e.sql,hint15,11.553028
2c/2c66.sql,hint16,41.336023999999995
2b/2b179.sql,hint12,26.273246
2b/2b327.sql,no_hint,33.553606
8a/8a110.sql,hint24,37.990196000000005
2c/2c187.sql,hint32,2.091119
11a/a3d5c36a47d47c7869d06b549170bb15f75004d8.sql,hint28,65.477215
9b/792ce325bf175ba11f3c429e71195e381483791f.sql,hint46,0.863973
1a/1a2888.sql,hint21,4.525075
2a/2a312.sql,hint30,0.7547079999999999
5a/5a237.sql,hint12,7.816656
5a/5a305.sql,hint25,5.335834
9a/5179d0270c1f77cf14ca35ec38a9e646343dc22e.sql,hint6,3.688611
6a/6a446.sql,hint40,22.393143
1a/1a1688.sql,hint47,54.691652999999995
8a/8a38.sql,hint37,16.995493999999997
2b/2b455.sql,hint20,152.666606
10a/d93afd705ed115020ccd9b7201386cc20b84e485.sql,hint6,22.538996
1a/1a2692.sql,hint21,1.129742
6a/6a64.sql,hint40,54.089117
3a/3a519.sql,hint39,11.678429
1a/1a2231.sql,hint16,44.464642999999995
9a/f533274d004749a87492f77e1693cc7aa789fb3d.sql,hint12,8.43038
1a/1a1168.sql,hint11,4.623035
1a/1a2877.sql,hint26,3.270406
6a/6a378.sql,hint13,7.6005590000000005
2c/2c266.sql,hint44,0.667143
1a/1a2548.sql,hint17,23.656526000000003
7a/7a126.sql,hint41,24.720614
11b/264653a55771b933dccdfe67e72870189fa97870.sql,hint26,0.683538
1a/1a2723.sql,hint41,0.33004300000000003
1a/1a1686.sql,hint6,1.015594
7a/7a73.sql,hint36,2.252558
7a/7a123.sql,hint4,32.032678
2a/2a37.sql,hint13,7.176451
11a/bef544cadc7689c683c543dc347c5822b764395f.sql,hint26,2.644792
11b/a180367b4c3126a88eb1a2619cb458588206fc4b.sql,hint34,2.871503
6a/6a189.sql,hint11,1.420205
2b/2b105.sql,hint46,3.084923
1a/1a671.sql,hint4,0.423203
6a/6a55.sql,hint41,0.468178
2a/2a683.sql,hint26,0.142692
9a/d7420231f11b27b2e588f7b12a7b2b98b5370afa.sql,hint26,9.434023999999999
2a/2a821.sql,hint7,86.133355
3b/5ee2ab45c8d729afea8fe4ee3a9850c9b76a24e0.sql,hint2,8.699454
9a/88db28108227f0931dc5617a6a8e365db215a924.sql,no_hint,8.313578999999999
2a/2a782.sql,hint12,47.451909
11b/703ebc6f215f2cfc1a93b38a7df263820024c93f.sql,hint3,11.728359000000001
11a/67f193f888dcbb15753ce9ec29731a231711d5f2.sql,hint13,6.625712999999999
3a/3a471.sql,hint37,19.696221
2a/2a397.sql,hint19,20.676081
1a/1a1919.sql,hint37,51.09242
3a/3a67.sql,hint38,9.216218000000001
3a/3a768.sql,hint8,3.928226
2b/2b125.sql,hint2,19.799466
1a/1a2231.sql,hint31,47.782249
2b/2b54.sql,hint44,0.467611
3b/d3221a97861a2ac174700d0b07890a608e4cdddf.sql,hint38,1.755062
3b/2e0d352905a0cbf85381d5f91c3d5ff984a913a7.sql,no_hint,1.365613
3b/2bb87cc505f0f6cfad46e286c67027e0108361dd.sql,hint37,19.240342000000002
2b/2b364.sql,hint10,3.7579890000000002
1a/1a150.sql,hint23,24.308382
7a/7a95.sql,hint11,3.355785
9b/8aff6700f86da4c2f07ea12df2d167e8edeb22af.sql,hint45,1.930506
11a/cdbce7c469cc4e51f5c559a386ea20de29a57951.sql,hint20,110.54724300000001
2a/2a594.sql,hint26,1.157872
6a/6a422.sql,hint38,0.395395
8a/8a181.sql,hint7,1.4429280000000002
7a/7a111.sql,hint7,36.016144999999995
2b/2b91.sql,hint18,1.182171
1a/1a1925.sql,hint7,0.697198
9a/daca8bbc68b0b192343ffe6a53644f3ce50b6cd6.sql,hint10,7.3423549999999995
1a/1a2390.sql,hint10,2.056765
2b/2b174.sql,hint29,0.140941
2b/2b134.sql,hint37,279.870121
9b/7536b4a4d15daf42e6cb491a5c401f15bc3bd647.sql,hint35,11.616981
11a/65ef9db6268ac383eaac4bc0f1c18e51bfc54069.sql,hint18,1.912877
2c/2c242.sql,hint36,0.207667
6a/6a216.sql,hint34,7.6436779999999995
2a/2a558.sql,hint38,0.36938299999999996
9b/4a1e3d9448da68f9d2b310317b41daf8e5143ad9.sql,hint45,1.599324
2b/2b38.sql,hint14,1.499633
2a/2a52.sql,hint43,48.401098
2a/2a52.sql,hint7,19.891493999999998
11b/454cea2f18337f33f9a7c61a060b5dc19e1597f8.sql,hint2,7.580357
2a/2a112.sql,hint22,44.475791
2b/2b256.sql,hint24,3.451204
3a/3a1278.sql,hint19,0.047838
1a/1a1866.sql,hint18,0.697407
11b/ac8ef02b9a43accc62d0dc97d07c617ae69b5af8.sql,hint43,12.503642
2a/2a75.sql,hint28,65.996332
6a/6a272.sql,hint10,0.389512
1a/1a2556.sql,hint40,70.66378200000001
9b/5d8b60eeb4f5fd52cbf444040e3f5f43a81b0f7d.sql,hint32,6.210946
2a/2a581.sql,hint29,1.103654
7a/7a143.sql,hint18,37.056941
8a/8a238.sql,hint26,65.039614
1a/1a1450.sql,hint30,3.80937
2b/2b102.sql,hint32,1.606332
10a/fb0913174b4e0f6b782a510736a2c65a9636ed12.sql,hint42,1.653934
9a/328455c9c30fb813fc053036f31f9ca1f13a669c.sql,hint40,20.457954
2b/2b345.sql,hint30,23.807957
7a/7a127.sql,hint43,14.579116
2b/2b99.sql,hint22,5.391856
2a/2a514.sql,hint27,16.97878
9a/dd6a8941f3207031a0875a974d43a5034c8749cc.sql,hint37,25.199527
9b/e12c4f0126db1de4af71ef366723181825d6b6c7.sql,hint41,0.75106
1a/1a2404.sql,hint4,2.163747
6a/6a100.sql,hint9,2.92068
11b/da747c684f7260abd30e23405489253afb0053d2.sql,hint31,13.363913
8a/8a483.sql,hint6,0.688798
6a/6a306.sql,hint15,5.550018
2c/2c56.sql,hint29,0.836665
2a/2a732.sql,hint1,1.8254169999999998
2b/2b143.sql,hint10,5.842938
7a/7a45.sql,hint15,8.557129999999999
2c/2c78.sql,hint6,0.685492
3a/3a1369.sql,hint28,13.044361
10a/07473ebe14c186cdbbce8e587230405708c5d14a.sql,hint19,0.329971
11a/aba8c0c420adb485cd8902202324d2eaca9cbe91.sql,hint5,8.477147
8a/8a382.sql,hint19,105.665303
2c/2c40.sql,hint11,0.209929
2b/2b252.sql,hint6,2.600324
1a/1a1972.sql,hint33,2.202001
11b/4ceb63853654f1c6fd30bb417f75e13352f82881.sql,hint29,2.80389
2a/2a884.sql,hint39,3.50317
7a/7a80.sql,hint12,9.273305
2a/2a710.sql,hint39,0.233639
9a/4e09b6a8a2927260782ed5cacdb7c1939f2a2a6a.sql,hint2,7.592603
2c/2c183.sql,hint3,17.570784
2b/2b429.sql,hint5,45.758667
1a/1a1229.sql,hint23,35.206887
8a/8a315.sql,hint41,4.022756
9b/9076daa89ad792d22e7ea5ecaee92df87e0bb50a.sql,hint45,1.409549
2b/2b459.sql,hint46,88.537086
2b/2b194.sql,hint35,0.385293
6a/6a210.sql,hint44,0.383161
9b/b82202f0614cefee1109061254b3e68ac442b486.sql,hint9,6.9733469999999995
2b/2b371.sql,hint44,3.778858
1a/1a1075.sql,hint33,6.8841019999999995
2b/2b429.sql,hint3,43.589905
2a/2a123.sql,hint2,31.904015
8a/8a287.sql,hint18,7.7345
1a/1a1270.sql,hint7,0.512841
2a/2a683.sql,hint7,0.183626
5a/5a780.sql,hint41,5.400055
1a/1a2848.sql,hint31,41.103533000000006
9a/389e48554c3cb9edb7c4112629fd1fb8a117c7c6.sql,hint27,12.168834
2a/2a722.sql,hint11,0.241457
11b/b5e7a57e5469db95c38603cbe4e5158bbdfcfdfb.sql,hint4,14.765054
6a/6a408.sql,hint6,8.511234
1a/1a2358.sql,hint15,16.125329999999998
2a/2a164.sql,hint26,1.372385
3b/aa4be12e7ad9e7928bc00bc741e55099f6590a0f.sql,hint32,2.34514
11b/cabf086a3d4c400696cf467b6ac785bee2740b6d.sql,hint2,10.729588
11a/2f500a79380e69f38398cf4af82e43f759a3fc03.sql,hint21,28.300121999999998
2b/2b59.sql,hint41,1.132722
6a/6a129.sql,hint3,10.0648
6a/6a492.sql,hint13,2.4606260000000004
9b/19051fe0dfae9c23a9605c7e55fab5cf19487fc8.sql,hint43,12.3058
2b/2b490.sql,hint47,49.90491
3b/f161cc61f4db0dabb4c83e8326076e65f06ae0b2.sql,hint39,1.647876
8a/8a388.sql,hint41,8.654
1a/1a1357.sql,hint22,0.150188
2a/2a529.sql,hint24,0.5196470000000001
6a/6a341.sql,hint40,22.953350999999998
2a/2a15.sql,hint47,48.294709000000005
2a/2a594.sql,hint10,2.1383180000000004
3a/3a192.sql,hint30,0.5719299999999999
2a/2a562.sql,hint20,47.565066
1a/1a273.sql,hint10,0.29282400000000003
7a/7a33.sql,hint10,35.207955999999996
11b/d56f1cc0ce76a44d1893c2d67b9eb519a40a40ad.sql,hint40,11.441629
2a/2a866.sql,hint36,1.568071
2b/2b93.sql,hint22,0.345406
2a/2a898.sql,hint43,59.930192000000005
1a/1a298.sql,hint45,6.674996
2b/2b144.sql,hint24,6.926023
11a/1e0936bbac8fc68c5070a95a2614fd30723f0252.sql,hint42,3.803165
1a/1a497.sql,hint10,0.87138
2b/2b429.sql,hint28,560.439966
10a/560e0eea54cd0eccf48223442404fedafe5438c8.sql,hint14,3.541495
6a/6a439.sql,hint18,5.119907
9a/d6108f5c36a1071e583d57c69b2d883d90462f0f.sql,hint21,90.036012
6a/6a21.sql,hint3,11.234947
1a/1a832.sql,hint16,38.952227
2a/2a530.sql,hint26,0.471055
2a/2a281.sql,hint38,6.378615
1a/1a1920.sql,hint12,35.988828
9a/1520cabc1c7f30f8956c8c80c9a45d4a5bb3e490.sql,hint34,14.347902
10a/3edba9b6593e257dd7809fcd91525a43b54dc6a5.sql,hint16,8.635377
1a/1a415.sql,hint31,48.889607000000005
11a/1e0936bbac8fc68c5070a95a2614fd30723f0252.sql,hint33,3.468576
9a/852903c4ae45a11d5ed9cc9dfe4fdf06e49f04d1.sql,hint13,22.46492
6a/6a532.sql,hint33,5.000033
11b/ac84bfa3f56e9dbe14b5c795aaea077b614a9de9.sql,hint6,0.709896
10a/560e0eea54cd0eccf48223442404fedafe5438c8.sql,hint46,3.741558
2b/2b42.sql,hint8,22.653463
2a/2a286.sql,hint32,36.905576
8a/8a433.sql,hint42,3.46169
1a/1a2101.sql,hint48,2.93306
9a/76654b2350bee2e45069cf9d71d9a03bf5bfcded.sql,hint45,6.9256530000000005
9a/76654b2350bee2e45069cf9d71d9a03bf5bfcded.sql,hint10,1.3380150000000002
11b/ee0b5f3d07c1cb5b0e38579c32f6077d087a193a.sql,hint36,14.601609
1a/1a2908.sql,hint9,0.897659
6a/6a216.sql,hint23,5.77681
2a/2a21.sql,hint28,353.695543
5a/5a606.sql,hint44,0.370107
2b/2b18.sql,hint5,46.458706
2a/2a562.sql,hint28,22.037213
2c/2c100.sql,hint1,0.9210539999999999
9a/e50df2e84dafb8ed1516fb19315512ef14fe3bef.sql,hint21,101.81523299999999
8a/8a117.sql,hint29,120.902526
9a/a71f7f4e8b787e178b74b30c765bf5edec1ba453.sql,hint15,12.643023999999999
6a/6a480.sql,hint28,20.258525000000002
1a/1a1270.sql,hint3,23.633873
8a/8a223.sql,hint8,34.894249
8a/8a88.sql,hint18,101.485192
2c/2c19.sql,no_hint,0.30878
1a/1a2707.sql,hint18,2.752962
2c/2c218.sql,hint27,11.593347
1a/1a1943.sql,hint22,3.889736
11b/9a20581cbeab68232b6da2a74b252e18e74e6605.sql,hint38,2.266113
1a/1a2146.sql,hint34,9.545126
9a/8cf4026ec92705692d061f3fb0ad821129a9c285.sql,hint3,10.26832
3a/3a657.sql,hint39,0.16706000000000001
1a/1a1148.sql,hint20,24.449719
2a/2a57.sql,hint35,3.240102
2a/2a631.sql,hint33,5.253557
9a/ca2fdd054735959ecdcfd1490e9f9c8b207cef19.sql,hint31,31.869985
9b/770d7e278bdedfda9759bdb333a09938cbaa6658.sql,no_hint,3.680401
2c/2c35.sql,hint15,10.054884
1a/1a2867.sql,hint32,1.117618
9b/9076daa89ad792d22e7ea5ecaee92df87e0bb50a.sql,hint42,1.713553
8a/8a119.sql,hint12,7.172994
1a/1a2101.sql,hint11,1.754326
9a/c28fff4b2bc833998344faa0f1cff2ff9d7ad682.sql,hint15,12.807701
5a/5a470.sql,hint25,3.437359
1a/1a1206.sql,hint1,7.7254629999999995
2a/2a821.sql,hint8,44.578858
2c/2c240.sql,hint32,0.6813790000000001
2a/2a319.sql,hint15,10.259623
10a/7256a2b536e2f89a116547fc0935ed1fac43e7f7.sql,hint48,4.900518
2a/2a865.sql,hint13,0.727757
1a/1a1837.sql,no_hint,0.912629
9a/340e2ff8c0f38f862fec6e75d8a4f9ada075c779.sql,hint29,1.657212
2b/2b151.sql,hint20,54.165668
1a/1a2161.sql,hint26,1.003859
2b/2b174.sql,hint20,85.62499700000001
5a/5a906.sql,hint27,6.994022
11b/f58cf5c555a8b24e7df25ffb9257e7d18024c31a.sql,hint38,16.874702000000003
3a/3a816.sql,hint11,1.3474929999999998
11b/f48aa8f71c14debb26860e0a591a16e95aac74ae.sql,hint13,0.7046699999999999
5a/5a410.sql,hint23,9.129752
9a/b104da22336d85b779d90838337d9a62e2a9687c.sql,hint20,43.311019
2a/2a317.sql,hint28,55.972417
2b/2b202.sql,hint16,28.416202000000002
9a/0f2e40d1db257728f44a11cc173b4ff17c76ff24.sql,hint31,29.601618
9a/aad3a005250e867ba3ede272ae51d0c4d53b8057.sql,hint4,7.754467
11b/721830df97e40dbce2e2893af8ec3b2fb7e6db61.sql,hint33,9.208288
3a/3a482.sql,hint41,10.830432
7a/7a74.sql,hint1,2.277274
1a/1a1932.sql,hint6,3.449487
1a/1a2715.sql,hint47,44.692728
7a/7a166.sql,hint21,108.941356
11a/3814c7a9c32c494da4e9de9f4274083234fb8187.sql,hint38,13.906259
10a/560e0eea54cd0eccf48223442404fedafe5438c8.sql,hint23,8.143217
6a/6a225.sql,hint32,4.507692
9a/e50df2e84dafb8ed1516fb19315512ef14fe3bef.sql,hint4,64.629272
1a/1a84.sql,hint41,1.214232
1a/1a1688.sql,hint6,1.3149469999999999
2a/2a714.sql,hint11,1.158136
9a/3e43f31bf83a6037ddef710390708751ce2fe984.sql,hint4,0.9203020000000001
8a/8a317.sql,hint32,20.295886
11b/bc16747a992ce368d740d1f10ca4f40a8f1de100.sql,hint45,6.72671
2b/2b383.sql,hint48,2.4778409999999997
3b/f3f84c3944f4fb5d1233e5289d7d51cbc9340189.sql,hint26,0.16987
7a/7a59.sql,hint21,87.668048
3a/3a835.sql,hint15,3.118485
2a/2a831.sql,hint7,2.689967
8a/8a319.sql,hint47,60.962915
9a/a8ab1a75f1788917724892d8921fc63a74032b6e.sql,hint3,6.368818
4a/4a114.sql,hint43,8.801662
6a/6a21.sql,hint30,0.390838
2a/2a576.sql,hint37,133.10253500000002
5a/5a772.sql,hint12,5.792972
2a/2a93.sql,hint33,0.641974
5a/5a945.sql,hint18,1.001649
3a/3a734.sql,hint17,7.1670609999999995
2a/2a272.sql,hint46,3.943219
11a/604273b3dec14b3f02eb8eeeb3a2b324b23c94ca.sql,hint3,8.236665
2a/2a512.sql,hint7,2.240612
11b/f42d24580e434ca0bad5dd26814f8f1bacc7ddce.sql,hint16,26.455142
7a/7a84.sql,hint45,6.935938
1a/1a244.sql,hint33,2.34089
8a/8a514.sql,hint14,1.1011769999999999
11a/65363fe4af54943d4392b24aad887fd6aeaf6799.sql,hint30,8.098456
9a/e17b86bfe4d1a55b19ed80e189a6e156918e1ebd.sql,hint12,6.069315
1a/1a2141.sql,hint11,0.5332859999999999
11b/a49d1e5af9e2ad2c4a3eed389abf05989f95c63c.sql,hint30,17.414566
1a/1a2991.sql,hint29,0.5589919999999999
1a/1a1738.sql,hint8,22.551936
7a/7a155.sql,hint8,5.448696
2a/2a530.sql,hint38,0.269689
2b/2b145.sql,hint18,3.793
6a/6a441.sql,hint23,11.522964
6a/6a262.sql,hint18,10.435388999999999
1a/1a2939.sql,hint44,3.2592849999999998
1a/1a2101.sql,hint18,1.259998
2a/2a415.sql,hint16,50.6518
6a/6a287.sql,hint29,3.344779
8a/8a251.sql,hint12,4.157997999999999
9b/f9feafae35f78cb9e4afdb89ee2c480cef5df1cb.sql,hint38,0.067316
11b/f71d4f1d5c6639e7fbbcd32b1f2e8d56d7d7ac89.sql,hint5,8.173272
6a/6a164.sql,hint41,2.914941
2c/2c298.sql,hint27,7.110078000000001
2a/2a614.sql,hint7,0.300604
5a/5a906.sql,hint37,4.397614
9a/7b1fde8c654bd1724fe51ec7cf67f6fc52d43226.sql,hint41,19.646199
11b/77e44dd7446da4cd507f2d758072252f14fe00c4.sql,hint24,33.273008000000004
1a/1a2648.sql,hint33,0.571379
